feature	RBG.13.54.9.Genus	Meiothermus	Deinococcus	WPS.2.Genus	KD4.96.Genus	Caldilineaceae.Genus	Lineage.IIb.Genus	SBR1031.Genus	JG30.KF.CM45.Genus	Candidatus.Obscuribacter	Obscuribacteraceae.Genus	Vampirovibrio	Vampirovibrionaceae.Genus	Frankiales.Genus	Nakamurella	PeM15.Genus	Longivirga	Gordonia	Corynebacteriales.Genus	Nocardia	Nocardiaceae.Genus	Smaragdicoccus	Mycobacterium	Rhodococcus	Nocardioides	Brevibacterium	Agromyces	Leucobacter	Glutamicibacter	Kocuria	IMCC26207	Microtrichales.Genus	Iamia	Acidimicrobiia.Genus	IMCC26256.Genus	Microtrichaceae.Genus	Gaiellales.Genus	X67.14.Genus	Conexibacter	Thermoleophilia.Genus	Gaiella	Clostridium.sensu.stricto.3	Clostridium.sensu.stricto.13	Clostridium.sensu.stricto.9	Paraclostridium	Thermoactinomycetaceae.Genus	Peptostreptococcus	Geothermomicrobium	Cetobacterium	Brevibacillus	Ligilactobacillus	Limosilactobacillus	Lactobacillus	Weissella	Streptococcus	Carnobacterium	Vagococcus	Enterococcus	Staphylococcus	Bacillus	Geobacillus	Planococcaceae.Genus	Exiguobacterium	Brochothrix	Holophagaceae.Genus	Kapabacteriales.Genus	Candidatus.Amoebophilus	Barnesiellaceae.Genus	Flavobacterium	Chryseobacterium	Cloacibacterium	NS9.marine.group.Genus	AKYH767.Genus	Sphingobacteriales.Genus	env.OPS.17.Genus	Fluviicola	Chitinophagales.Genus	Dinghuibacter	Chitinophagaceae.Genus	Sediminibacterium	Ferruginibacter	Terrimonas	Aurantisolimonas	Flavihumibacter	Saprospiraceae.Genus	Haliscomenobacter	Bacteroidia.Genus	Cytophagales.Genus	Cytophaga	Microscillaceae.Genus	Hassallia	OLB12	Runella	Fibrobacteraceae.Genus	Babeliales.Genus	Vermiphilaceae.Genus	Babeliaceae.Genus	BD7.11.Genus	Verrucomicrobiaceae.Genus	Pedosphaeraceae.Genus	DEV008	Chthoniobacter	Verrucomicrobiae.Genus	Luteolibacter	Methanobacteriaceae.Genus	Opitutaceae.Genus	Saccharimonadales.Genus	ZOR0006	Armatimonadota.Genus	Defluviicoccales.Genus	Candidatus.Alysiosphaera	A0839.Genus	Hirschia	Polymorphobacter	Magnetospirillum	Novosphingobium	Sphingopyxis	Sphingorhabdus	Rhizorhapis	Rhizobiaceae.Genus	alphaI.cluster	Alsobacter	Mesorhizobium	Mycoplana	Pseudochrobactrum	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Shinella	Hyphomicrobium	Pedomicrobium	Methyloligellaceae.Genus	Bauldia	Devosia	Alphaproteobacteria.Genus	Rhizobiales.Incertae.Sedis.Genus	Nordella	Xanthobacteraceae.Genus	Phreatobacter	Aminobacter	Rhodobacteraceae.Genus	Defluviimonas	Tabrizicola	Gemmobacter	Pseudorhodobacter	Paracoccus	Phenylobacterium	Caulobacter	Bosea	Beijerinckiaceae.Genus	Pseudorhodoplanes	Afipia	Fodinicurvataceae.Genus	Novispirillum	Elstera	Roseomonas	Rhodovarius	Rhodovastum	Rhodospirillales.Genus	Reyranella	Holosporaceae.Genus	Caedibacter	Oligoflexaceae.Genus	Candidatus.Megaira	Rickettsiaceae.Genus	Bacteriovoracaceae.Genus	Bdellovibrio	OM27.clade	X0319.6G20.Genus	Desulfobacterota.Genus	MBNT15.Genus	Sandaracinaceae.Genus	mle1.27.Genus	Haliangium	Anaeromyxobacter	Blfdi19.Genus	Pajaroellobacter	Phaselicystis	Aetherobacter	Polyangia.Genus	NB1.j.Genus	P3OB.42	SAR324.clade.Marine.group.B..Genus	Desulfobulbus	Candidatus.Berkiella	Candidatus.Competibacter	Ahniella	Stenotrophomonas	Luteimonas	Sulfurifustis	Chitinibacter	Chitinilyticum	Sutterellaceae.Genus	Rheinheimera	Undibacterium	Neisseriaceae.Genus	Leeia	Burkholderiales.Genus	AAP99	Azospira	Dechloromonas	Candidatus.Accumulibacter	Dechlorobacter	Zoogloea	Rhizobacter	Inhella	Comamonadaceae.Genus	Curvibacter	Hydrogenophaga	Ideonella	Rubrivivax	Aquabacterium	Paucibacter	Nitrosomonas	Crenobacter	Chitinivorax	TRA3.20.Genus	IS.44	SC.I.84.Genus	A21b.Genus	Nitrosomonadaceae.Genus	Achromobacter	Cellvibrio	Shewanella	Vibrio	Aeromonas	Plesiomonas	Burkholderia.Caballeronia.Paraburkholderia	Citrobacter	Gammaproteobacteria.Genus	Pseudomonadales.Genus	Porticoccus	Pseudomonas	Diplorickettsiaceae.Genus	Coxiella	Aquicella	Candidatus.Ovatusbacter	Legionella	CCM19a.Genus	Ga0077536.Genus	Steroidobacter	Steroidobacteraceae.Genus	X.Agitococcus..lubricus.group	Acinetobacter	OM60.NOR5..clade	Turneriella	Gemmatimonadaceae.Genus	Vicinamibacteraceae.Genus	Subgroup.17.Genus	Chlamydiales.Genus	Neochlamydia	Parachlamydiaceae.Genus	Candidatus.Protochlamydia	Chlamydiaceae.Genus	Simkania	Leptospirillum	Bryobacter	Paludibaculum.Genus	Nitrospira	SH3.11	Oikopleura	X11.24.Genus	JGI.0001001.H03	SM1A02	CL500.3	Planctomycetota.Genus	Pirellulaceae.Genus	Pir4.lineage	Planctomycetes.Genus	Pirellula	Rhodopirellula	Blastopirellula	Planctomycetales.Genus	SH.PL14	Schlesneria	Gemmataceae.Genus	Gemmata	Fimbriiglobus	Telmatocola	Tundrisphaera	Isosphaeraceae.Genus	OM190.Genus	vadinHA49.Genus
RTF103	53	0	73	0	7	0	32	0	94	73	17	0	119	26	0	63	8	213	0	39	0	0	590	0	0	0	0	0	0	0	5	5	121	0	4	0	14	39	2	0	0	49	0	0	25	0	0	0	127	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	0	0	1140	0	0	20	0	3	465	0	19	30	32	36	240	0	14	50	63	433	0	1505	150	234	0	0	119	0	0	0	0	0	16	40	0	260	0	0	0	0	8	0	0	9	0	2	0	72	14	53	0	98	0	145	0	51	0	0	0	0	83	0	0	0	0	0	11	2383	37	0	1374	0	103	46	91	686	27	0	0	0	18	132	26	0	0	0	28	6	73	85	0	107	0	0	0	0	0	7	658	0	68	0	0	14	0	346	0	0	125	89	0	0	0	0	0	0	0	0	24	0	21	0	0	46	11	0	1059	19	858	0	9	31	0	0	93	0	89	179	725	517	0	66	17	0	208	0	19	0	0	0	17	0	0	0	0	0	26471	40	45	0	0	101	0	0	74	0	0	0	8	74	0	0	0	57	300	29	192	44	18	0	9	20	0	6	0	5	0	0	0	0	0	285	66	68	0	51	215	0	10	0	43	0	12	15	64	106	8	620	12	139	47	37	0	263	8
RTF105	0	0	0	0	0	0	0	0	29	0	0	0	9	0	0	21	0	145	0	0	0	0	38	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	8	113	34	143	18	33	9	0	0	0	0	0	36	0	18	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	88	14	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	239	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	17	277	0	0	0	27	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	11	24	0	0	0	0	0	0	596	24756	0	0	0	89	0	0	194	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	47	153	0	0	0	0	0	0	150	0
RTF106	42	0	0	0	17	0	71	0	169	692	160	0	60	110	0	350	152	917	0	729	0	0	2175	75	9	0	0	0	0	0	10	14	384	0	132	0	87	131	0	28	28	126	0	0	264	0	0	0	114	0	0	0	6	0	0	0	0	0	0	169	0	0	0	0	0	15	0	0	127	0	0	21	36	0	592	0	33	197	91	22	269	73	44	102	112	1128	104	2887	0	977	99	0	92	0	0	0	86	0	0	56	3	108	38	0	0	114	62	0	30	0	241	101	23	198	0	94	0	0	0	0	0	22	0	51	0	0	37	0	8	11	0	6	6	1903	58	114	323	0	145	47	151	681	0	0	0	0	44	0	23	0	0	0	31	0	63	143	14	721	0	0	42	0	0	20	154	43	61	29	0	0	5	984	0	9	13	23	0	0	18	0	0	0	36	0	0	0	241	7	0	0	55	0	134	0	51	7	0	0	0	0	0	89	134	208	1255	419	18	187	76	0	0	252	66	0	8	0	44	0	0	0	0	0	0	198	0	0	0	114	0	0	0	14	8	0	8	312	0	0	17	237	21	0	641	24	66	51	0	14	17	109	43	0	0	11	0	0	396	255	152	313	0	60	654	0	0	166	605	19	0	58	433	374	13	914	51	463	10	11	42	24	0
RTF107	0	0	0	0	0	0	0	0	41	0	18	0	0	0	0	0	7	48	0	55	0	0	155	0	0	0	0	0	0	0	0	0	23	0	0	0	0	3	0	0	0	109	0	0	0	0	0	0	22	0	0	0	0	4	16	0	0	0	0	0	8	0	0	0	32	0	0	0	101	0	0	0	0	0	177	0	0	48	0	0	74	16	0	12	0	43	0	560	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	7	0	0	0	10	0	0	0	5	0	0	0	12	0	0	0	0	14	0	0	0	13	0	52	314	50	0	24	0	130	0	0	185	28	0	0	0	0	0	0	0	0	0	0	0	54	0	16	111	0	0	0	0	0	0	36	0	24	73	0	0	0	58	0	0	35	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	4	0	0	67	7	12	15	13	80	19	0	0	0	0	103	0	0	0	21	0	0	0	0	0	0	0	0	32	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	72	36	0	144	0	10	0	0	8	0	0	0	0	0	0	0	0	0	8	0	7	0	17	95	0	0	0	46	0	8	0	0	100	0	293	0	25	0	32	0	89	0
RTF108	0	0	0	0	21	0	0	0	322	160	44	0	37	58	0	187	18	1289	0	553	0	4	1774	36	6	0	0	0	0	0	29	20	81	0	7	0	23	86	0	22	0	192	0	0	2998	11	0	0	8371	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	87	68	0	0	4	0	0	25	0	0	107	0	0	0	0	29	59	0	0	0	0	0	876	0	0	0	0	0	0	9	0	0	41	0	194	0	0	9	0	141	612	0	0	43	6	0	27	0	0	0	0	0	0	19	19	0	28	0	26	0	0	0	22	14	0	26	1882	0	31	548	0	202	0	31	830	23	0	0	0	11	13	63	0	3	0	0	0	66	40	0	281	2	0	13	0	0	0	14	0	11	37	0	13	0	0	0	0	0	0	0	0	18	0	0	0	0	4	0	0	0	0	0	23	324	0	0	0	0	0	0	66	25	38	0	0	119	0	408	0	0	0	32	0	33	0	291	31	0	0	34	0	8	0	0	12	5747	6770	279	0	24	67	25	0	260	4	0	0	2	88	20	0	0	127	0	16	666	0	87	0	0	50	8	5	5	0	5	0	0	0	19	229	71	0	0	40	614	0	40	90	157	23	37	61	246	157	9	1287	23	504	140	92	0	0	0
RTF109	5	5	0	0	10	0	0	5	199	87	62	0	5	57	0	105	16	2378	0	779	0	10	2857	24	9	0	0	0	0	0	25	0	46	0	0	0	5	41	0	18	0	243	0	0	666	0	6	0	2236	0	0	0	0	0	0	0	0	0	15	46	0	0	0	0	0	0	0	7	382	7	0	0	7	42	278	9	0	83	2	11	23	0	90	45	0	108	49	946	0	912	0	0	11	16	0	0	9	0	0	44	0	132	0	6	5	18	123	146	2	0	27	0	0	11	0	0	0	0	0	0	19	0	3	41	0	27	0	0	8	0	13	0	0	985	28	16	108	0	82	0	27	681	14	0	0	0	7	0	29	0	0	0	2	0	41	50	0	169	0	0	11	17	0	3	73	0	49	23	0	16	45	295	11	4	53	23	0	4	0	0	4	3	0	9	0	8	91	0	7	25	523	0	0	0	151	0	45	54	49	17	0	23	103	86	667	252	0	29	29	0	130	16	498	54	0	0	9	0	0	0	4	25	175	19303	201	0	42	51	58	0	482	0	0	4	0	40	12	0	0	118	0	35	444	20	21	7	0	46	13	0	6	0	0	0	0	5	55	185	46	22	0	18	406	0	60	50	186	58	31	68	144	139	16	888	42	339	80	119	0	51	10
RTF110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	33906	9342	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTF131	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	642	0	2041	0	615	176	0	7893	0	0	0	0	0	0	0	27	10	22	0	0	0	6	11	0	0	0	0	0	0	261	0	0	0	12060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	6	0	0	0	0	0	325	119	0	340	0	0	0	0	235	40	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	79	7	0	0	0	0	3984	0	0	0	0	0	0	0	0	0	0	0	66	10	0	0	80	0	0	0	0	0	0	0	0	0	443	0	45	563	0	0	44	66	656	0	0	0	0	20	16	20	0	0	0	0	4	0	30	0	11	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	200	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	180	0	26	0	0	0	0	0	0	0	0	0	0	375	211	0	0	45	86	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	72	44	0	0	0	0	0	0	0	0	127	0	0	0	0	4	0	97	0	0	72	0	0	0	100	0	59	0	6	0	19	0	0	0
RTF132	0	0	0	0	10	0	0	0	2	31	0	0	0	0	0	2897	29	523	0	1147	0	0	5734	0	18	0	0	7	0	0	333	32	165	0	0	0	25	58	0	0	0	0	0	0	541	13	0	0	18296	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	203	0	5	11	0	0	0	859	416	0	1537	0	0	0	0	915	192	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	222	10	0	0	0	0	8768	0	0	0	0	0	0	0	0	0	0	0	197	45	0	0	115	0	0	0	13	0	0	0	0	0	1681	0	64	1364	0	0	65	279	1867	0	0	0	7	65	22	99	0	0	0	0	5	0	80	0	35	0	0	9	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	139	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	572	0	113	0	0	0	0	0	0	0	0	0	0	291	380	0	0	102	343	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	59	33	0	3	0	0	0	0	0	0	326	0	0	0	0	0	0	161	3	0	221	0	0	0	287	0	265	0	0	0	56	0	0	0
RTF133	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	1347	13	372	0	663	0	0	2818	0	0	0	0	0	3	0	98	0	30	0	0	0	5	18	0	0	0	0	0	0	2608	0	0	0	31399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	275	6	4	8	0	0	0	348	232	0	462	0	0	0	0	213	65	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	2	9218	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	64	0	0	0	0	0	0	0	0	0	557	0	0	444	0	0	26	87	733	0	0	0	7	17	8	40	0	0	0	0	0	0	36	0	20	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	85	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	206	0	82	0	0	0	0	0	0	0	0	0	0	1600	734	0	0	23	156	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	55	0	0	87	0	0	0	90	0	81	0	0	0	8	0	0	0
RTF134	0	0	0	0	23	0	0	0	14	903	66	0	0	0	0	2713	71	447	0	1914	0	0	3677	0	9	0	0	0	0	0	450	89	215	0	32	0	80	56	0	0	0	0	0	0	522	0	0	0	2253	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	7	16	111	0	0	0	0	0	1451	281	0	2110	0	0	35	0	1071	268	26	78	0	126	17	1167	30	0	0	0	0	0	0	0	64	135	0	306	10	0	0	0	4	945	4	0	0	0	0	0	0	0	0	12	0	111	78	0	0	45	0	0	38	41	0	0	0	0	0	1848	0	271	565	0	0	59	358	1928	0	0	0	0	41	14	203	0	0	0	0	8	0	180	0	160	2	0	29	38	0	0	113	0	8	0	0	0	7	88	0	4	0	0	0	0	0	0	0	0	20	0	0	0	0	12	0	16	412	0	0	8	0	0	0	0	7	0	0	10	0	0	37	0	0	117	314	0	302	31	49	0	0	0	0	0	0	0	0	7	0	59	116	0	0	48	187	0	0	0	0	0	8	55	0	30	0	0	0	0	0	22	0	10	0	34	56	23	15	0	0	0	0	0	207	462	0	40	0	0	0	0	156	20	0	401	0	0	0	495	0	953	0	10	2	32	0	52	0
RTF135	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	441	0	1547	0	1883	0	0	2611	17	0	0	0	0	0	0	27	2	43	0	0	0	4	8	0	0	0	0	0	0	1007	8	0	0	19111	0	15	4	0	8	10	0	0	0	0	0	0	21	0	0	0	0	0	1207	0	0	0	0	0	0	110	0	0	144	0	0	0	0	61	4	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	10	0	0	0	0	0	0	259	0	48	227	0	0	0	49	343	8	0	0	0	32	0	20	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	128	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	60	0	176	0	0	0	0	0	0	0	0	0	0	571	1103	0	0	35	66	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	20	16	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	76	0	0	54	0	0	0	28	0	104	0	0	0	73	0	0	0
RTF136	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2094	12	640	0	424	48	0	5703	291	5	0	0	0	0	0	309	53	94	0	0	0	13	34	0	0	0	0	0	0	1108	3	0	0	9513	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	231	402	0	7	0	0	0	602	202	0	1857	0	0	0	0	279	298	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	164	11	0	0	0	0	2058	0	0	0	0	0	0	0	0	0	0	0	30	71	0	0	0	0	0	0	0	0	0	0	0	0	1111	0	76	183	0	0	46	145	1101	0	0	0	14	95	25	34	0	0	0	0	14	0	63	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	1540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	653	0	610	0	0	0	5	0	0	0	4	33	0	1114	708	0	0	18	195	0	0	0	0	0	4	23	0	0	0	0	0	0	0	0	0	0	0	15	50	0	0	0	0	0	0	0	0	155	0	0	0	0	2	0	386	0	0	98	0	0	0	98	0	2695	0	0	0	73	0	0	0
RTF137	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	654	0	207	0	212	0	0	3764	226	3	0	0	0	0	0	71	0	30	0	0	0	0	0	0	0	0	0	0	3	188	0	0	0	17423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5397	174	0	0	0	0	0	116	34	0	391	0	0	0	0	68	85	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	33	14	0	0	0	0	6996	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	6	0	0	0	0	391	0	0	56	0	0	0	75	344	0	0	0	0	39	0	5	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	277	0	316	0	0	0	0	0	0	0	0	20	0	1149	1786	0	0	11	40	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	81	0	0	21	0	0	0	26	0	520	0	0	0	17	0	0	0
RTF138	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	1184	0	1609	0	480	480	0	5753	446	0	0	0	0	0	0	173	27	45	0	0	0	26	23	0	0	0	0	0	4	652	0	0	0	12088	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	2	1281	175	0	3	0	0	0	205	101	0	1009	0	0	0	0	85	125	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	101	9	0	0	0	5	2462	0	0	0	0	0	0	0	0	0	0	0	74	41	0	0	0	0	0	9	0	0	0	0	0	0	835	0	140	217	0	0	36	84	768	0	104	0	0	30	44	65	0	0	0	0	15	0	70	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	423	0	433	0	0	0	0	0	0	0	0	48	0	2665	1088	0	0	42	101	0	12	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	219	0	0	60	0	0	0	44	0	1541	0	16	0	101	0	0	0
RTF139	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	862	0	547	0	449	24	0	8293	149	0	0	0	0	0	0	160	9	66	0	0	0	9	8	0	0	0	0	0	0	385	0	0	0	18948	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	374	142	0	0	0	0	0	138	72	0	1004	0	0	0	0	93	175	0	0	0	5	0	95	0	0	0	0	0	0	0	0	0	0	0	108	3	0	0	0	0	3454	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	14	0	0	0	0	0	0	0	0	0	698	0	32	210	0	0	16	103	428	0	0	0	5	50	34	23	0	0	0	0	14	0	41	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	354	0	258	0	0	0	0	0	0	0	0	24	0	1980	406	0	0	28	56	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	3	0	0	0	0	183	0	0	0	0	0	0	181	0	0	45	0	0	0	63	0	1192	0	0	0	88	0	0	0
RTF140	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	1491	0	831	0	444	31	0	5327	255	0	0	0	0	0	0	258	33	42	0	0	3	7	18	0	0	0	0	0	0	686	0	0	0	18881	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	1457	342	0	0	0	0	0	454	127	0	1166	0	0	0	0	100	166	0	0	3	0	0	118	0	0	0	0	0	0	0	0	0	0	0	89	13	0	0	0	0	3924	0	0	0	0	0	0	0	0	0	0	0	5	46	0	0	30	0	23	0	8	0	0	0	0	0	936	0	93	160	0	0	40	120	811	0	0	0	2	53	32	46	0	0	0	0	8	0	92	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	1235	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	173	0	431	0	363	0	0	0	0	0	0	0	0	32	0	3689	660	0	0	76	169	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	201	13	0	78	0	0	0	70	0	2124	0	12	0	101	0	0	0
RTF161	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	0	185	0	50	0	0	361	0	0	0	0	0	0	0	0	0	6	0	0	0	2	3	0	0	0	27	0	7	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	2	0	14	0	0	132	9	0	0	0	0	0	0	0	0	0	24	0	15	0	0	33	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	211	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41521	0	0	21	0	0	0	576	0	0	0	0	3	0	0	0	8	0	0	29	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	12	40	0	2	2	57	0	0	6	11	38	0	132	16	59	63	0	0	0	0
RTF163	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
